ID,Father,Died_AD,Era,Source_Work,Source_Ref,Quote_Text,Topic,Subtopics,Position,Book,Section,Notes
FC276,John Chrysostom,c.407,Greek Patristic,Sermon 7 on Genesis,"Eight Sermons on Genesis, pp. 123-24 (Robert C. Hill, 2004)","Let us see, however, whether the brigand gave evidence of effort and upright deeds and a good yield. Far from his being able to claim even this, he made his way into paradise before the apostles with a mere word, on the basis of faith alone, the intention being for you to learn that it was not so much a case of his sound values prevailing as the Lord's lovingkindness being completely responsible. What, in fact, did the brigand say? What did he do? Did he fast? Did he weep? Did he tear his garments? Did he display repentance in good time? Not at all: on the cross itself after his utterance he won salvation. Note the rapidity: from cross to heaven, from condemnation to salvation. What were those wonderful words, then? What great power did they have that they brought him such marvelous good things? ""Remember me in your kingdom."" What sort of word is that? He asked to receive good things, he showed no concern for them in action; but the one who knew his heart paid attention not to the words but to the attitude of mind.",Justification,Sola Fide,Reformed,,,Thief on the cross saved by faith alone — not by works or repentance.
FC277,John Chrysostom,c.407,Greek Patristic,Homily on Galatians 3,,"They said that he who adhered to faith alone was cursed; but he, Paul, shows that he who adhered to faith alone is blessed.",Justification,Sola Fide,Reformed,,,Paul shows that he who adheres to faith alone is blessed — not cursed.
FC278,John Chrysostom,c.407,Greek Patristic,Homily 17 on Romans,10:3,"But he calls it their 'own righteousness,' either because the Law was no longer of force, or because it was one of trouble and toil. But this he calls God's righteousness, that from faith, because it comes entirely from the grace from above, and because men are justified in this case, not by labors, but by the gift of God.",Justification,Sola Fide|Sola Gratia,Reformed,,,God's righteousness from faith — not by labors but by the gift of God.
FC279,John Chrysostom,c.407,Greek Patristic,Homily 7 on Romans,,"Here he shows God's power, in that He has not only saved, but has even justified, and led them to boasting, and this too without needing works, but looking for faith only.",Justification,Sola Fide,Reformed,,,Justified without works — looking for faith only.
FC280,John Chrysostom,c.407,Greek Patristic,Epistle to Titus,Homily 3; PG 62.651,"For you believe the faith; why then do you add other things, as if faith were not sufficient to justify? You make yourselves captive, and you subject yourself to the law.",Justification,Sola Fide,Reformed,,,Faith alone is sufficient to justify — adding works subjects one to the law.
FC281,John Chrysostom,c.407,Greek Patristic,Homilies on Romans,3,"But what is the 'law of faith?' It is, being saved by grace. Here he shows God's power, in that He has not only saved, but has even justified, and led them to boasting, and this too without needing works, but looking for faith only.",Justification,Sola Fide|Sola Gratia,Reformed,,,The law of faith is being saved by grace — justified without works.
FC282,John Chrysostom,c.407,Greek Patristic,Homilies on Galatians,4,"We need none of those legal observances, he says; faith suffices to obtain for us the Spirit, and by Him righteousness, and many and great benefits.",Justification,Sola Fide,Reformed,,,Faith suffices to obtain the Spirit and righteousness — no legal observances needed.
FC283,John Chrysostom,c.407,Greek Patristic,Homily on Philippians,3,"And he well said, ""a righteousness of mine own,"" not that which I gained by labor and toil, but that which I found from grace. If then he who was so excellent is saved by grace, much more are you. For since it was likely they would say that the righteousness which comes from toil is the greater, he shows that it is dung in comparison with the other. For otherwise I, who was so excellent in it, would not have cast it away, and run to the other. But what is that other? That which is from the faith of God, i.e. it too is given by God. This is the righteousness of God; this is altogether a gift. And the gifts of God far exceed those worthless good deeds, which are due to our own diligence.",Justification,Sola Fide|Sola Gratia,Reformed,,,Righteousness from grace — not from labor and toil; gifts of God exceed our own good deeds.
FC284,John Chrysostom,c.407,Greek Patristic,Homily 7 On Repentance and Compunction,"FOTC vol. 96, p. 95","God does not wait for time to elapse after repentance. You state your sin, you are justified. You repented, you have been shown mercy.",Justification,Sola Fide,Reformed,,,Immediate justification upon repentance — no waiting period required.
FC285,John Chrysostom,c.407,Greek Patristic,Discourses Against Judaizing Christians,Discourse 1:6-II:1,"Suppose someone should be caught in the act of adultery and the foulest crimes and then be thrown into prison. Suppose, next, that judgment was going to be passed against him and that he would be condemned. Suppose that just at that moment a letter should come from the Emperor setting free from any accounting or examination all those detained in prison. If the prisoner should refuse to take advantage of the pardon, remain obstinate and choose to be brought to trial, to give an account, and to undergo punishment, he will not be able thereafter to avail himself of the Emperor's favor. For when he made himself accountable to the court, examination, and sentence, he chose of his own accord to deprive himself of the imperial gift. This is what happened in the case of the Jews. Look how it is. All human nature was taken in the foulest evils. ""All have sinned,"" says Paul. They were locked, as it were, in a prison by the curse of their transgression of the Law. The sentence of the judge was going to be passed against them. A letter from the King came down from heaven. Rather, the King himself came. Without examination, without exacting an account, he set all men free from the chains of their sins. All, then, who run to Christ are saved by his grace and profit from his gift. But those who wish to find justification from the Law will also fall from grace. They will not be able to enjoy the King's loving-kindness because they are striving to gain salvation by their own efforts; they will draw down on themselves the curse of the Law because by the works of the Law no flesh will find justification. What does this mean? That he has justified our race not by right actions, not by toils, not by barter and exchange, but by grace alone. Paul, too, made this clear when he said: ""But now the justice of God has been made manifest apart from the Law."" But the justice of God comes through faith in Jesus Christ and not through any labor and suffering.",Justification,Sola Fide|Sola Gratia,Reformed,,,Justified by grace alone through faith — not by works of the Law.
FC286,Cyril of Alexandria,c.444,Greek Patristic,Commentary on Luke,Homily 23,"What is meant by mercy? and what by sacrifice? By mercy then is signified, Justification and grace in Christ, even that which is by faith. For we have been justified, not by the works of the law that we have done, but by His great mercy. And sacrifice means the law of Moses.",Justification,Sola Fide|Sola Gratia,Reformed,,,Justification and grace in Christ by faith — not by works of the law.
FC287,Cyril of Alexandria,c.444,Greek Patristic,Homily 40 on St. Luke,,"Be not troubled when thou meditatest upon the greatness of thy former sins; but rather know, that still greater is the grace that justifieth the sinner and absolveth the wicked. Faith then in Christ is found to be the pledge to us of these great blessings; for it is the way that leadeth unto life, that bids us go to the mansions that are above, that raises us to the inheritance of the saints, that makes us members of the kingdom of Christ.",Justification,Sola Fide|Sola Gratia,Reformed,,,Grace that justifies the sinner exceeds the greatness of former sins; faith is the pledge of these blessings.
FC288,Peter Chrysologus,c.450,Latin Patristic,Sermon 58 (On the Creed),par. 13; TFOTC vol. 109 p. 224,"Gain for yourself the pardon coming from faith, since he is his own worst enemy who does not believe that he is given what the very generous Bestower of mercy promises in all kindness.",Justification,Sola Fide,Reformed,,,Pardon comes from faith — not believing God's promise is self-defeating.
FC289,Peter Chrysologus,c.450,Latin Patristic,Sermon 62 (On the Creed),par. 16; TFOTC vol. 109 p. 245,"Give yourself, O man, pardon by believing, since you fell into all the sins by despairing.",Justification,Sola Fide,Reformed,,,Pardon by believing — despair leads to sin.
FC290,Thomas Aquinas,c.1274,Medieval,Summa Theologiae,"Part 1, Q. 1, Art. 8","Nevertheless, sacred doctrine makes use of these authorities as extrinsic and probable arguments; but properly uses the authority of the canonical Scriptures as an incontrovertible proof, and the authority of the doctors of the Church as one that may properly be used, yet merely as probable. For our faith rests upon the revelation made to the apostles and prophets who wrote the canonical books, and not on the revelations (if any such there are) made to other doctors. Hence Augustine says (Epis. ad Hieron. xix, 1): ""Only those books of Scripture which are called canonical have I learned to hold in such honor as to believe their authors have not erred in any way in writing them. But other authors I so read as not to deem everything in their works to be true, merely on account of their having so thought and written, whatever may have been their holiness and learning.""",Scripture & Canon,Sola Scriptura,Reformed,,,Canonical Scripture is incontrovertible proof; Church doctors are merely probable — faith rests on apostolic/prophetic revelation in canonical books (Norma Normans Non Normata).
